market,funding_total_usd,status,country_code,founded_year,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_fincing,private_equity
Biotechnology,23417332,operating,USA,2002,0,15917335,0,0,0,0,7499997
EnterpriseSoftware,44000000,operating,JPN,2000,0,42000000,0,0,0,2000000,0
SocialMedia,300000,operating,USA,2006,0,0,0,0,0,0,0
Solar,,operating,TZA,2009,0,0,0,0,0,0,0
E-Commerce,1000000,closed,,2010,1000000,0,0,0,0,0,0
InternetMarketing,880000,operating,USA,2007,880000,0,0,0,0,0,0
Consulting,2500000,operating,USA,1997,0,2500000,0,0,0,0,0
PublicTransportation,1658525,operating,USA,2006,0,0,0,0,0,1658525,0
PhysicalSecurity,,operating,FRA,2009,0,0,0,0,0,0,0
E-Commerce,3000000,,USA,2011,0,0,0,0,0,0,0
EnterpriseSoftware,8864292,acquired,USA,1994,0,8864292,0,0,0,0,0
Software,27000000,acquired,GBR,2001,0,22000000,0,0,0,5000000,0
EnterpriseSoftware,62500000,operating,,2007,1000000,61500000,0,0,0,0,0
E-Commerce,40000,operating,FRA,1986,40000,0,0,0,0,0,0
Sensors,1850000,operating,USA,2011,1850000,0,0,0,0,0,0
Payments,3000000,operating,USA,2012,3000000,0,0,0,0,0,0
Mobile,300000,operating,USA,2012,0,300000,0,0,0,0,0
Biotechnology,12550,operating,USA,2012,12550,0,0,0,0,0,0
Home&Garden,6885882,operating,FRA,1997,0,0,0,0,0,0,6885882
FileSharing,3333553,operating,GBR,2007,0,3333553,0,0,0,0,0
Software,20500000,operating,USA,2000,0,20500000,0,0,0,0,0
Manufacturing,8100000,operating,CAN,,0,7600000,0,0,0,0,500000
E-Commerce,50000,operating,IND,2009,0,50000,0,0,0,0,0
Fitness,15000000,operating,DEU,2010,0,15000000,0,0,0,0,0
CuratedWeb,113000000,operating,USA,2000,0,113000000,0,0,0,0,0
HealthandWellness,40000,operating,CHL,2010,40000,0,0,0,0,0,0
HealthandWellness,,operating,USA,2006,0,0,0,0,0,0,0
EnterpriseSoftware,8595974,operating,USA,2007,0,8595974,0,0,0,0,0
HealthCare,10176,operating,GBR,2009,10176,0,0,0,0,0,0
E-Commerce,270000000,operating,CHN,2006,0,175000000,0,0,0,0,95000000
EnterpriseSoftware,52792,,GBR,2012,52792,0,0,0,0,0,0
DataVisualization,,operating,CAN,2010,0,0,0,0,0,0,0
Search,19713,closed,NLD,,19713,0,0,0,0,0,0
Biotechnology,14113123,operating,USA,2008,0,14113123,0,0,0,0,0
Shoes,26000,operating,USA,,26000,0,0,0,0,0,0
Semiconductors,7032007,operating,GBR,2010,0,7032007,0,0,0,0,0
Advertising,19862991,operating,USA,2006,0,19862991,0,0,0,0,0
MobileDevices,250000,operating,USA,,250000,0,0,0,0,0,0
Software,,operating,USA,2013,0,0,0,0,0,0,0
Hospitality,7500000,operating,USA,,0,0,0,0,0,0,0
Hardware+Software,49600000,acquired,USA,1980,0,49600000,0,0,0,0,0
CleanTechnology,14000000,operating,USA,2007,0,14000000,0,0,0,0,0
EnterpriseSoftware,15500000,operating,USA,2001,0,10000000,0,0,0,5500000,0
Biotechnology,180000,operating,FRA,,0,180000,0,0,0,0,0
Software,,operating,CAN,2005,0,0,0,0,0,0,0
RealEstate,,operating,USA,2008,0,0,0,0,0,0,0
Music,1840000,operating,USA,,0,1840000,0,0,0,0,0
Games,26220000,operating,CHN,2011,0,26220000,0,0,0,0,0
Logistics,16000000,operating,IND,2004,0,16000000,0,0,0,0,0
CleanTechnology,40000000,acquired,USA,2000,0,40000000,0,0,0,0,0
Software,22000000,operating,USA,2000,0,16000000,0,0,0,6000000,0
Internet,127800,operating,ZAF,2013,0,0,0,0,0,0,0
Hardware+Software,1230000,operating,FRA,2003,0,0,0,0,0,1230000,0
Hospitality,,operating,USA,2010,0,0,0,0,0,0,0
Messaging,1000000,operating,USA,2012,1000000,0,0,0,0,0,0
Mobile,800000,operating,USA,2013,800000,0,0,0,0,0,0
Fince,5500000,operating,IND,,0,5500000,0,0,0,0,0
Automotive,27000,operating,USA,2013,0,0,27000,0,0,0,0
Software,400000,operating,USA,2014,0,0,400000,0,0,0,0
HealthCare,44000000,acquired,USA,1995,0,44000000,0,0,0,0,0
MobileCommerce,,operating,GBR,2012,0,0,0,0,0,0,0
RealEstate,2605000,operating,USA,2010,1700000,0,0,0,0,905000,0
Hardware+Software,14069222,operating,USA,2005,0,9069222,0,0,0,5000000,0
EnterpriseSoftware,4500000,operating,USA,1998,0,4500000,0,0,0,0,0
,,operating,,,0,0,0,0,0,0,0
Games,40000,closed,USA,2010,40000,0,0,0,0,0,0
Advertising,800000,operating,,2009,0,800000,0,0,0,0,0
Hardware+Software,5000000,operating,TWN,,0,5000000,0,0,0,0,0
CuratedWeb,94828397,operating,USA,1998,0,94828397,0,0,0,0,0
VirtualWorkforces,30000000,operating,USA,2014,0,30000000,0,0,0,0,0
Mobile,40000,operating,ARG,,40000,0,0,0,0,0,0
Software,5500000,closed,USA,2007,0,5500000,0,0,0,0,0
Biotechnology,6910000,operating,,2006,0,6910000,0,0,0,0,0
ConsumerElectronics,825000,operating,,2011,0,0,0,0,0,0,0
Biotechnology,2000000,operating,USA,2003,2000000,0,0,0,0,0,0
Software,350000,operating,GBR,2013,350000,0,0,0,0,0,0
EnterpriseSoftware,3400000,acquired,USA,2010,0,3400000,0,0,0,0,0
DeveloperAPIs,22088383,operating,CAN,2000,0,5350000,0,0,0,12843137,3895246
PaaS,,operating,DEU,2012,0,0,0,0,0,0,0
SaaS,24613468,operating,USA,,0,24613468,0,0,0,0,0
PaaS,13600000,operating,USA,2011,4600000,9000000,0,0,0,0,0
PaaS,262934,operating,ITA,2012,262934,0,0,0,0,0,0
Search,104000000,operating,USA,2012,0,104000000,0,0,0,0,0
Storage,8000000,operating,ISR,2014,0,8000000,0,0,0,0,0
Hardware+Software,425130,acquired,USA,,0,0,0,0,0,425130,0
EnterpriseSoftware,14600000,closed,USA,2007,0,14600000,0,0,0,0,0
HealthCare,,operating,USA,,0,0,0,0,0,0,0
Biotechnology,51045109,operating,USA,2010,0,51045109,0,0,0,0,0
Consulting,6444500,operating,,,0,6444500,0,0,0,0,0
OpenSource,600000,operating,USA,,100000,500000,0,0,0,0,0
Hospitality,,operating,USA,2010,0,0,0,0,0,0,0
TransactionProcessing,1500000,operating,USA,,0,0,0,0,0,1500000,0
InformationServices,50000,operating,,2012,50000,0,0,0,0,0,0
CuratedWeb,1250000,operating,USA,2006,1250000,0,0,0,0,0,0
B2BExpressDelivery,105000000,operating,CHN,2008,0,105000000,0,0,0,0,0
Education,,operating,USA,2011,0,0,0,0,0,0,0
Solar,10000,closed,,2009,10000,0,0,0,0,0,0
Software,2000000,operating,RUS,,0,2000000,0,0,0,0,0
CleanTechnology,8000000,operating,USA,2005,0,8000000,0,0,0,0,0
Software,41598000,operating,GBR,2002,0,41598000,0,0,0,0,0
TVProduction,50000000,operating,USA,2013,0,0,0,0,0,50000000,0
HomeAutomation,8000000,operating,GBR,2011,0,8000000,0,0,0,0,0
,,operating,,2012,0,0,0,0,0,0,0
Electronics,1700000,operating,USA,,1700000,0,0,0,0,0,0
Music,,operating,USA,2012,0,0,0,0,0,0,0
,,operating,LAO,,0,0,0,0,0,0,0
Hardware+Software,5000,operating,USA,2009,0,5000,0,0,0,0,0
,,operating,ITA,2005,0,0,0,0,0,0,0
CleanTechnology,1000000,operating,USA,,0,1000000,0,0,0,0,0
CleanTechnology,3000000,operating,USA,,0,3000000,0,0,0,0,0
CleanTechnology,250000,operating,USA,,250000,0,0,0,0,0,0
HealthCare,50500000,operating,USA,2005,500000,50000000,0,0,0,0,0
,788585,operating,USA,2003,0,788585,0,0,0,0,0
Hardware+Software,,operating,USA,2009,0,0,0,0,0,0,0
Apps,250000,operating,USA,,250000,0,0,0,0,0,0
Hardware+Software,720000,operating,USA,2008,0,0,0,0,0,720000,0
Biotechnology,1541854,operating,USA,2010,0,1047445,0,0,0,494409,0
Hardware,385000,operating,USA,1997,385000,0,0,0,0,0,0
Hardware+Software,11000000,operating,IND,2012,0,11000000,0,0,0,0,0
Software,300000,operating,GBR,2012,300000,0,0,0,0,0,0
CorporateWellness,5550000,operating,,2013,0,0,0,0,0,5550000,0
Green,475000,operating,USA,2013,0,0,475000,0,0,0,0
,550000,,,,550000,0,0,0,0,0,0
Biotechnology,6500000,acquired,USA,2007,0,0,0,0,0,6500000,0
InteriorDesign,200000,operating,USA,,0,200000,0,0,0,0,0
Fince,125000000,,CAN,2007,0,0,0,0,0,0,0
Manufacturing,50000,operating,USA,,0,50000,0,0,0,0,0
CuratedWeb,14750000,operating,USA,,0,14750000,0,0,0,0,0
CleanTechnology,183000000,operating,USA,2008,0,183000000,0,0,0,0,0
,87000,operating,USA,2014,0,0,0,0,0,87000,0
CleanTechnology,35000,operating,,2008,35000,0,0,0,0,0,0
,40000,operating,CHL,,40000,0,0,0,0,0,0
Security,11000000,operating,USA,2002,0,11000000,0,0,0,0,0
,300000,operating,USA,,300000,0,0,0,0,0,0
,1000000,operating,USA,2012,0,1000000,0,0,0,0,0
Video,27600000,operating,USA,2006,1550000,26050000,0,0,0,0,0
Hospitality,62814000,operating,USA,2007,0,62814000,0,0,0,0,0
Software,,operating,USA,1999,0,0,0,0,0,0,0
Software,67000000,operating,,2012,0,67000000,0,0,0,0,0
Consulting,5000000,operating,KEN,,0,5000000,0,0,0,0,0
HealthCare,27329746,operating,USA,2008,0,27329746,0,0,0,0,0
Mobile,370000,operating,MEX,2013,370000,0,0,0,0,0,0
Apps,,operating,USA,2012,0,0,0,0,0,0,0
Education,100000,closed,USA,2012,100000,0,0,0,0,0,0
Storage,,operating,USA,2005,0,0,0,0,0,0,0
Media,4500000,operating,SGP,2012,4500000,0,0,0,0,0,0
Mobile,31965510,,NLD,,0,23165510,0,0,0,8800000,0
Android,450000,operating,,2010,225000,0,0,0,0,0,0
CleanTechnology,30000000,operating,,,0,30000000,0,0,0,0,0
Education,10000000,operating,USA,2006,0,10000000,0,0,0,0,0
E-Commerce,,operating,,2014,0,0,0,0,0,0,0
CleanTechnology,294000000,operating,USA,2007,0,294000000,0,0,0,0,0
Video,500000,operating,USA,2008,500000,0,0,0,0,0,0
Software,12150000,operating,USA,2011,0,11200000,0,0,0,950000,0
Software,1000000,operating,USA,,0,1000000,0,0,0,0,0
Medical,,operating,USA,2008,0,0,0,0,0,0,0
Software,500000,operating,USA,2014,500000,0,0,0,0,0,0
Manufacturing,1450000,operating,USA,,0,0,0,0,0,0,0
Biotechnology,89400001,acquired,USA,2007,0,89400001,0,0,0,0,0
PublicRelations,20000000,operating,USA,,0,20000000,0,0,0,0,0
HealthCare,75000000,operating,USA,2010,0,55000000,0,0,0,0,0
Hardware+Software,1400000,operating,,2013,1400000,0,0,0,0,0,0
Internet,125000,operating,USA,2002,0,125000,0,0,0,0,0
Hardware+Software,138000,operating,USA,2010,0,0,0,0,0,0,0
HealthandWellness,100000,operating,USA,2013,100000,0,0,0,0,0,0
Software,,acquired,USA,1986,0,0,0,0,0,0,0
TwitterApplications,200000,closed,USA,2009,0,0,0,0,0,0,0
Consulting,14400000,operating,USA,,0,14400000,0,0,0,0,0
Entertainment,100000,operating,USA,2000,100000,0,0,0,0,0,0
Search,2025000,operating,USA,2011,0,2025000,0,0,0,0,0
Jourlism,,closed,USA,2005,0,0,0,0,0,0,0
HealthandWellness,,operating,USA,,0,0,0,0,0,0,0
SocialNetworkMedia,,operating,BRA,2011,0,0,0,0,0,0,0
OnlineDating,135000,operating,POL,2014,135000,0,0,0,0,0,0
Entertainment,23000,operating,USA,2004,0,0,0,0,0,23000,0
Media,1500000,operating,,2012,0,0,0,0,1500000,0,0
Education,24000000,operating,CHN,1993,0,24000000,0,0,0,0,0
Sports,1000000,operating,USA,2011,1000000,0,0,0,0,0,0
HealthCare,202049,operating,USA,2006,0,202049,0,0,0,0,0
Automotive,500,operating,USA,2013,0,0,0,0,500,0,0
Biotechnology,2005038,operating,USA,1996,0,1205038,0,0,0,0,0
Software,10300000,operating,USA,,0,10300000,0,0,0,0,0
SpecialtyFoods,900620,operating,IRL,2012,0,900620,0,0,0,0,0
Semiconductors,15000000,operating,GBR,2000,0,15000000,0,0,0,0,0
Biotechnology,250000,operating,USA,2010,0,0,0,0,250000,0,0
HealthCare,5299700,operating,USA,2004,0,5299700,0,0,0,0,0
Pharmaceuticals,58000000,operating,USA,1999,0,58000000,0,0,0,0,0
iPhone,,operating,,2013,0,0,0,0,0,0,0
Software,,operating,,2011,0,0,0,0,0,0,0
HealthandWellness,105769230,operating,USA,1983,0,0,0,0,0,0,105769230
HealthandWellness,7100000,operating,USA,2011,0,7100000,0,0,0,0,0
WebHosting,13500000,operating,USA,1998,0,13500000,0,0,0,0,0
Software,5850000,operating,USA,2006,0,5850000,0,0,0,0,0
Weddings,910000,operating,USA,2012,300000,0,0,0,0,0,0
,200000,operating,USA,,0,200000,0,0,0,0,0
E-Commerce,2000000,operating,USA,,2000000,0,0,0,0,0,0
Hardware+Software,22407715,operating,USA,,0,22407715,0,0,0,0,0
Bitcoin,2000000,operating,GBR,2013,2000000,0,0,0,0,0,0
Security,5710000,operating,CAN,2001,0,5710000,0,0,0,0,0
Networking,5935000,operating,USA,2013,435000,5500000,0,0,0,0,0
HealthCare,1200000,operating,ISR,2012,0,0,0,0,0,0,0
CuratedWeb,1555000,operating,USA,2009,0,1555000,0,0,0,0,0
ContentCreators,100000,operating,ARG,2013,75000,0,0,0,0,0,0
Hospitality,,operating,EGY,2011,0,0,0,0,0,0,0
,16393442,,BRA,1980,0,0,0,0,0,0,16393442
E-Commerce,11000000,operating,BRA,2008,0,11000000,0,0,0,0,0
,,operating,CHN,2007,0,0,0,0,0,0,0
Transportation,15000000,operating,CHN,1999,0,15000000,0,0,0,0,0
Semiconductors,13500000,operating,GBR,2003,0,13500000,0,0,0,0,0
EnterpriseSoftware,35800000,acquired,USA,1999,0,35800000,0,0,0,0,0
Designers,6000000,operating,,,0,6000000,0,0,0,0,0
Pharmaceuticals,,operating,ISR,2013,0,0,0,0,0,0,0
,25000,,,,25000,0,0,0,0,0,0
Biotechnology,2702490,operating,FRA,2013,0,2702490,0,0,0,0,0
Software,2100000,,RUS,2012,1200000,0,0,0,0,0,0
InternetMarketing,500000,closed,USA,2010,0,0,0,0,0,0,0
Biotechnology,375000,operating,USA,,0,375000,0,0,0,0,0
,,acquired,USA,1986,0,0,0,0,0,0,0
,250000,operating,USA,,0,250000,0,0,0,0,0
Nonprofits,250000,operating,USA,2002,0,0,0,0,0,0,0
,692086,operating,,,692086,0,0,0,0,0,0
SmallandMediumBusinesses,2800000,,TZA,2013,1400000,0,0,0,0,0,0
,5733000,operating,USA,1996,0,5733000,0,0,0,0,0
Advertising,2052167,operating,USA,,0,2052167,0,0,0,0,0
Software,,operating,USA,2012,0,0,0,0,0,0,0
Software,234483,operating,USA,2006,0,234483,0,0,0,0,0
E-Commerce,164744,operating,,2013,0,0,0,0,0,0,0
Advertising,10000000,operating,CHN,,0,10000000,0,0,0,0,0
SocialMedia,25000000,operating,USA,1996,0,25000000,0,0,0,0,0
,215000,operating,,2012,0,0,0,0,0,0,0
Advertising,,operating,CHN,,0,0,0,0,0,0,0
Technology,2800000,operating,ISR,2009,800000,2000000,0,0,0,0,0
SocialCommerce,225000,operating,USA,2011,225000,0,0,0,0,0,0
Medical,2308463,operating,USA,2011,0,2308463,0,0,0,0,0
Education,,operating,USA,1995,0,0,0,0,0,0,0
PublicTransportation,1000000,acquired,USA,2011,1000000,0,0,0,0,0,0
HealthandWellness,143500,operating,USA,1985,0,143500,0,0,0,0,0
DeveloperAPIs,1250000,operating,USA,2011,1250000,0,0,0,0,0,0
Marketplaces,,operating,USA,2012,0,0,0,0,0,0,0
,,operating,USA,2013,0,0,0,0,0,0,0
Software,,,,2012,0,0,0,0,0,0,0
Software,36640000,closed,CHN,,0,36640000,0,0,0,0,0
CuratedWeb,1020000,operating,USA,2010,700000,0,0,0,0,320000,0
Advertising,,closed,,,0,0,0,0,0,0,0
E-Commerce,40000,operating,CHL,2013,40000,0,0,0,0,0,0
FacebookApplications,280000,operating,USA,2008,0,280000,0,0,0,0,0
RealTime,118000000,acquired,USA,,0,113000000,0,0,0,5000000,0
Games,1280000,operating,,,0,1280000,0,0,0,0,0
Biotechnology,34000000,operating,USA,,0,34000000,0,0,0,0,0
Video,,operating,USA,2012,0,0,0,0,0,0,0
Biotechnology,4990000,operating,USA,,0,4990000,0,0,0,0,0
SaaS,,operating,USA,2010,0,0,0,0,0,0,0
Education,4000000,operating,IND,2012,0,4000000,0,0,0,0,0
CuratedWeb,,acquired,USA,2011,0,0,0,0,0,0,0
Physicians,3753730,operating,IRL,,3753730,0,0,0,0,0,0
Hardware+Software,1706750,operating,USA,2012,0,1706750,0,0,0,0,0
Virtualization,12400000,operating,USA,2006,0,12400000,0,0,0,0,0
Testing,855906,operating,DEU,2013,33793,822113,0,0,0,0,0
Fince,,operating,USA,,0,0,0,0,0,0,0
PriceComparison,5300000,operating,USA,2005,800000,4500000,0,0,0,0,0
Hardware+Software,264527,operating,,2013,0,0,0,0,0,0,0
Software,32000000,operating,USA,2009,0,32000000,0,0,0,0,0
HealthCare,6700000,closed,USA,,0,6700000,0,0,0,0,0
Security,350000,operating,BRA,2004,0,0,0,0,0,0,0
ConsumerElectronics,1750000,operating,USA,2007,1750000,0,0,0,0,0,0
Fince,,operating,GBR,2003,0,0,0,0,0,0,0
Semiconductors,204142,operating,USA,1984,204142,0,0,0,0,0,0
EnterpriseSoftware,40000,operating,CHL,,40000,0,0,0,0,0,0
Consulting,3000000,operating,USA,,0,3000000,0,0,0,0,0
,,acquired,USA,1949,0,0,0,0,0,0,0
CleanTechnology,,operating,ISR,2007,0,0,0,0,0,0,0
Drones,,operating,USA,2014,0,0,0,0,0,0,0
WineAndSpirits,,operating,USA,2009,0,0,0,0,0,0,0
Software,686000,operating,USA,2011,686000,0,0,0,0,0,0
Biotechnology,18500003,operating,USA,2010,0,18500003,0,0,0,0,0
,,operating,USA,2012,0,0,0,0,0,0,0
Diagnostics,100000,operating,USA,,0,100000,0,0,0,0,0
Software,1450000,operating,USA,,850000,250000,0,0,0,350000,0
Software,100000,operating,,2010,100000,0,0,0,0,0,0
Software,,operating,USA,,0,0,0,0,0,0,0
HealthCare,10296959,operating,USA,1988,0,10296959,0,0,0,0,0
Video,1500000,operating,USA,2012,1000000,0,0,0,0,0,0
ReviewsandRecommendations,682249,operating,USA,2004,0,0,0,0,0,682249,0
Games,39450000,acquired,USA,2000,0,38700000,0,0,0,750000,0
HealthandWellness,240000,operating,USA,,0,0,0,0,240000,0,0
Games,50000,operating,USA,,0,0,0,0,0,0,0
PaaS,448000,closed,,2012,448000,0,0,0,0,0,0
CustomerSupportTools,1379613,operating,USA,,0,1379613,0,0,0,0,0
Software,150000,operating,USA,,0,150000,0,0,0,0,0
Consulting,10040000,operating,IND,1999,0,10040000,0,0,0,0,0
Hardware+Software,300000,closed,USA,2005,0,0,0,0,0,300000,0
PersolHealth,277900,closed,,2010,48000,0,0,0,0,0,0
Software,194000,operating,CAN,,0,194000,0,0,0,0,0
,35000,operating,USA,2000,35000,0,0,0,0,0,0
Education,600000,operating,USA,,600000,0,0,0,0,0,0
Security,2400000,operating,USA,2003,1000000,0,0,0,800000,600000,0
InvestmentMagement,30000,operating,AUT,,0,30000,0,0,0,0,0
Travel,15800000,operating,USA,2010,0,15800000,0,0,0,0,0
Biotechnology,30000000,operating,USA,,0,30000000,0,0,0,0,0
CleanTechnology,71900834,acquired,USA,1999,0,70838334,0,0,0,1062500,0
Manufacturing,13147000,operating,BEL,,0,13147000,0,0,0,0,0
Software,7500000,operating,USA,2001,0,7500000,0,0,0,0,0
Software,13300000,operating,USA,1999,0,13300000,0,0,0,0,0
HealthandWellness,4628086,operating,USA,2003,0,4628086,0,0,0,0,0
Software,5000000,closed,USA,2006,0,5000000,0,0,0,0,0
CleanTechnology,,closed,,,0,0,0,0,0,0,0
Manufacturing,9500000,operating,USA,2009,0,9500000,0,0,0,0,0
Biotechnology,49733850,,USA,1986,0,14564970,0,0,0,35168880,0
Consulting,,operating,USA,2013,0,0,0,0,0,0,0
Art,5000,operating,IND,2013,5000,0,0,0,0,0,0
,40000,operating,CHL,,40000,0,0,0,0,0,0
HealthCare,2982624,operating,,,0,2800000,0,0,0,182624,0
HealthCare,11215079,operating,USA,2000,0,0,0,0,0,11215079,0
CleanTechnology,5600000,operating,USA,,0,5600000,0,0,0,0,0
Hardware+Software,,operating,IND,2011,0,0,0,0,0,0,0
HealthandWellness,150000,operating,USA,,150000,0,0,0,0,0,0
Marketplaces,250000,operating,BRA,2014,0,0,0,0,0,0,0
Fince,454575,operating,GBR,,0,0,454575,0,0,0,0
Internet,,operating,GBR,2010,0,0,0,0,0,0,0
Education,133383,operating,GBR,,0,0,0,133383,0,0,0
Education,81600000,operating,USA,2014,0,10000000,0,0,0,0,0
Software,1100000,closed,FRA,1998,0,1100000,0,0,0,0,0
BusinessIntelligence,96300,operating,,2011,56300,0,0,0,0,0,40000
Games,7994814,operating,GBR,,0,0,0,7994814,0,0,0
SocialMediaPlatforms,15000,operating,,2012,15000,0,0,0,0,0,0
Software,6000000,operating,USA,2012,0,6000000,0,0,0,0,0
CuratedWeb,57312,operating,TUR,2008,57312,0,0,0,0,0,0
SocialMedia,128048,operating,USA,2009,0,128048,0,0,0,0,0
SocialMedia,750000,operating,USA,2005,750000,0,0,0,0,0,0
Games,10000,operating,ISR,2010,0,10000,0,0,0,0,0
SubscriptionBusinesses,975000,operating,BRA,2012,900000,0,0,75000,0,0,0
Software,30676,operating,KOR,2013,0,0,0,30676,0,0,0
EnterpriseSoftware,13950000,operating,USA,2011,0,13950000,0,0,0,0,0
Manufacturing,7767995,operating,,2004,0,7767995,0,0,0,0,0
Advertising,,operating,USA,2006,0,0,0,0,0,0,0
Software,7000000,operating,CAN,2001,0,7000000,0,0,0,0,0
Hardware+Software,,operating,JPN,,0,0,0,0,0,0,0
Advertising,4651033,operating,IRL,2000,0,4651033,0,0,0,0,0
CuratedWeb,1400000,operating,CAN,2009,200000,1200000,0,0,0,0,0
Biotechnology,1000000,operating,USA,2006,0,1000000,0,0,0,0,0
IndustrialAutomation,1796000,operating,USA,2012,60000,0,0,0,466000,0,0
Education,97464,operating,GBR,2013,0,0,97464,0,0,0,0
EnergyEfficiency,30310,,USA,2012,0,30310,0,0,0,0,0
,,,USA,1960,0,0,0,0,0,0,0
Hospitality,15500000,acquired,USA,,0,0,0,0,0,15500000,0
CuratedWeb,1000000,operating,USA,,0,1000000,0,0,0,0,0
Match-Making,,operating,USA,2013,0,0,0,0,0,0,0
Recruiting,1500000,operating,,2011,0,0,0,0,0,0,0
EducatiolGames,18000,operating,USA,2013,18000,0,0,0,0,0,0
CleanTechnology,7500000,operating,USA,,0,7500000,0,0,0,0,0
,16000,,IND,2012,0,0,0,0,0,0,0
,18000000,closed,,2000,0,0,0,0,0,0,18000000
Hardware+Software,,operating,USA,2012,0,0,0,0,0,0,0
Hardware+Software,,operating,USA,,0,0,0,0,0,0,0
Software,,operating,USA,2014,0,0,0,0,0,0,0
Education,19391496,acquired,USA,2011,0,19391496,0,0,0,0,0
PublicRelations,,operating,USA,2010,0,0,0,0,0,0,0
Software,40000,operating,USA,2010,40000,0,0,0,0,0,0
SMS,7000000,operating,BRA,2012,0,7000000,0,0,0,0,0
CuratedWeb,,operating,USA,2006,0,0,0,0,0,0,0
CuratedWeb,250000,operating,,2003,250000,0,0,0,0,0,0
CuratedWeb,41185512,operating,USA,,0,0,0,0,0,0,41185512
InformationTechnology,2900000,operating,USA,,0,2900000,0,0,0,0,0
Hardware+Software,13000000,closed,USA,2004,0,13000000,0,0,0,0,0
ReviewsandRecommendations,753473,operating,ESP,2011,225473,0,0,0,0,0,0
Android,1500000,acquired,USA,2012,1500000,0,0,0,0,0,0
,2300000,operating,USA,,0,2300000,0,0,0,0,0
Chemicals,12000000,operating,,,0,12000000,0,0,0,0,0
Semiconductors,2450000,acquired,USA,2000,0,2450000,0,0,0,0,0
RealEstate,4350000,operating,FRA,2002,0,4350000,0,0,0,0,0
Biotechnology,2100000,operating,USA,2010,0,2100000,0,0,0,0,0
PhotoSharing,535000,operating,USA,2011,535000,0,0,0,0,0,0
Fashion,,operating,USA,,0,0,0,0,0,0,0
Lifestyle,2000000,operating,USA,2010,2000000,0,0,0,0,0,0
Hardware,4248727,operating,USA,,0,4198727,0,0,0,50000,0
HealthandWellness,22500,operating,USA,2006,0,22500,0,0,0,0,0
SalesandMarketing,5440000,acquired,USA,1997,0,4250000,0,0,0,1190000,0
HealthCare,2000000,operating,USA,2011,0,2000000,0,0,0,0,0
Consulting,,operating,USA,2005,0,0,0,0,0,0,0
SmallandMediumBusinesses,45084,operating,AUS,2012,23618,0,0,0,0,0,0
Semiconductors,21000000,operating,CAN,2003,0,21000000,0,0,0,0,0
Software,15000000,operating,USA,2000,0,15000000,0,0,0,0,0
HealthCare,9200000,operating,USA,1998,0,9200000,0,0,0,0,0
ProjectMagement,50000,operating,USA,2008,50000,0,0,0,0,0,0
CleanTechnology,8000000,operating,CAN,2003,0,8000000,0,0,0,0,0
CleanTechnology,200000,operating,USA,2001,0,200000,0,0,0,0,0
CleanTechnology,1500000,operating,CAN,,0,1500000,0,0,0,0,0
Manufacturing,354000,operating,USA,2007,0,354000,0,0,0,0,0
Mobile,2840000,operating,NOR,2007,2840000,0,0,0,0,0,0
NewTechnologies,,operating,NLD,,0,0,0,0,0,0,0
Games,,closed,USA,2008,0,0,0,0,0,0,0
